,DATEMONTHINT,STATION,RIDERS_PER_WEEKDAY
4597,201501,Suitland,4828.0
4598,201501,Takoma,5008.8
4599,201501,Tenleytown-AU,6547.3
4600,201501,Twinbrook,4008.0
4601,201501,Tysons Corner,2533.7
4602,201501,U Street-Cardozo,6950.7
4603,201501,Union Station,29126.5
4604,201501,Van Dorn Street,2976.8
4605,201501,Van Ness-UDC,6266.8
4606,201501,Vienna,10219.4
4607,201501,Virginia Square-GMU,3686.3
4608,201501,Waterfront,3652.5
4609,201501,West Falls Church,2940.3
4610,201501,West Hyattsville,3447.4
4611,201501,Wheaton,3751.4
4612,201501,White Flint,3471.9
4613,201501,Wiehle,7133.4
4614,201501,Woodley Park-Zoo,5326.3
4615,201502,Addison Road,3003.5
4616,201502,Anacostia,6726.2
4617,201502,Archives-Navy Memorial,7507.4
4618,201502,Arlington Cemetery,333.5
4619,201502,Ballston,10582.7
4620,201502,Benning Road,2951.1
4621,201502,Bethesda,9726.4
4622,201502,Braddock Road,4315.3
4623,201502,Branch Avenue,5265.7
4624,201502,Brookland,6365.0
4625,201502,Capitol Heights,1908.7
4626,201502,Capitol South,7129.1
4627,201502,Cheverly,1203.9
4628,201502,Clarendon,4416.5
4629,201502,Cleveland Park,3986.5
4630,201502,College Park-U of MD,3929.9
4631,201502,Columbia Heights,11781.6
4632,201502,Congress Heights,2387.2
4633,201502,Court House,7098.5
4634,201502,Crystal City,11116.9
4635,201502,Deanwood,1459.1
4636,201502,Dunn Loring,3955.9
4637,201502,Dupont Circle,18723.6
4638,201502,East Falls Church,3782.2
4639,201502,Eastern Market,5623.5
4640,201502,Eisenhower Avenue,1451.5
4641,201502,Farragut North,23109.6
4642,201502,Farragut West,20758.5
4643,201502,Federal Center SW,4814.5
4644,201502,Federal Triangle,7302.4
4645,201502,Foggy Bottom,19973.8
4646,201502,Forest Glen,2137.8
4647,201502,Fort Totten,7019.0
4648,201502,Franconia-Springfield,6458.5
4649,201502,Friendship Heights,8624.6
4650,201502,Gallery Place-Chinatown,24091.9
4651,201502,Georgia Avenue-Petworth,6040.8
4652,201502,Glenmont,5567.9
4653,201502,Greenbelt,5372.0
4654,201502,Greensboro,869.7
4655,201502,Grosvenor,5097.9
4656,201502,Huntington,6978.4
4657,201502,Judiciary Square,8556.3
4658,201502,King St-Old Town,7016.9
4659,201502,L'Enfant Plaza,18427.2
4660,201502,Landover,1725.5
4661,201502,Largo Town Center,4286.3
4662,201502,McLean,1281.2
4663,201502,McPherson Square,14591.2
4664,201502,Medical Center,5426.6
4665,201502,Metro Center,24189.1
4666,201502,Minnesota Avenue,2584.4
4667,201502,Morgan Blvd.,1886.4
4668,201502,Mt. Vernon Square-UDC,4101.3
4669,201502,Navy Yard-Ballpark,5796.9
4670,201502,Naylor Road,2544.7
4671,201502,New Carrollton,7443.9
4672,201502,NoMa-Gallaudet U,8714.2
4673,201502,Pentagon,14249.9
4674,201502,Pentagon City,12754.9
4675,201502,Potomac Avenue,3641.5
4676,201502,Prince George's Plaza,4447.9
4677,201502,Reagan Washington National Airport,5223.5
4678,201502,Rhode Island Avenue,5433.7
4679,201502,Rockville,4084.9
4680,201502,Rosslyn,13808.2
4681,201502,Shady Grove,10858.4
4682,201502,Shaw-Howard University,5174.4
4683,201502,Silver Spring,11362.3
4684,201502,Smithsonian,6992.2
4685,201502,Southern Avenue,4469.9
4686,201502,Spring Hill,1056.5
4687,201502,Stadium-Armory,2624.7
4688,201502,Suitland,4736.6
4689,201502,Takoma,5087.3
4690,201502,Tenleytown-AU,6736.3
4691,201502,Twinbrook,3968.6
4692,201502,Tysons Corner,2424.6
4693,201502,U Street-Cardozo,6942.2
4694,201502,Union Station,28904.1
4695,201502,Van Dorn Street,2832.5
4696,201502,Van Ness-UDC,6191.8
4697,201502,Vienna,10014.2
4698,201502,Virginia Square-GMU,3766.4
4699,201502,Waterfront,3762.6
4700,201502,West Falls Church,2774.0
4701,201502,West Hyattsville,3394.3
4702,201502,Wheaton,3770.1
4703,201502,White Flint,3443.9
4704,201502,Wiehle,6871.5
4705,201502,Woodley Park-Zoo,5575.8
4706,201503,Addison Road,3138.6
4707,201503,Anacostia,6880.4
4708,201503,Archives-Navy Memorial,8366.3
4709,201503,Arlington Cemetery,1305.5
4710,201503,Ballston,11177.5
4711,201503,Benning Road,2993.2
4712,201503,Bethesda,10211.7
4713,201503,Braddock Road,4470.0
4714,201503,Branch Avenue,5660.0
4715,201503,Brookland,6462.7
4716,201503,Capitol Heights,1987.0
4717,201503,Capitol South,7875.2
4718,201503,Cheverly,1258.0
4719,201503,Clarendon,4621.6
4720,201503,Cleveland Park,4116.6
4721,201503,College Park-U of MD,3987.5
4722,201503,Columbia Heights,11609.9
4723,201503,Congress Heights,2498.1
4724,201503,Court House,7373.8
4725,201503,Crystal City,11903.7
4726,201503,Deanwood,1496.7
4727,201503,Dunn Loring,4219.6
4728,201503,Dupont Circle,19807.6
4729,201503,East Falls Church,4050.0
4730,201503,Eastern Market,5939.1
4731,201503,Eisenhower Avenue,1563.5
4732,201503,Farragut North,23655.4
4733,201503,Farragut West,21606.0
4734,201503,Federal Center SW,5090.2
4735,201503,Federal Triangle,8077.5
4736,201503,Foggy Bottom,20916.1
4737,201503,Forest Glen,2241.0
4738,201503,Fort Totten,7356.7
4739,201503,Franconia-Springfield,7152.0
4740,201503,Friendship Heights,8991.6
4741,201503,Gallery Place-Chinatown,26035.4
4742,201503,Georgia Avenue-Petworth,6133.0
4743,201503,Glenmont,5743.6
4744,201503,Greenbelt,5833.2
4745,201503,Greensboro,958.6
4746,201503,Grosvenor,5264.8
4747,201503,Huntington,7509.1
4748,201503,Judiciary Square,8636.5
4749,201503,King St-Old Town,8239.7
4750,201503,L'Enfant Plaza,19476.2
4751,201503,Landover,1812.1
4752,201503,Largo Town Center,4479.3
4753,201503,McLean,1430.3
4754,201503,McPherson Square,15277.5
4755,201503,Medical Center,5567.3
4756,201503,Metro Center,25823.3
4757,201503,Minnesota Avenue,2648.3
4758,201503,Morgan Blvd.,1961.1
4759,201503,Mt. Vernon Square-UDC,4542.8
4760,201503,Navy Yard-Ballpark,6249.1
4761,201503,Naylor Road,2619.7
4762,201503,New Carrollton,7859.2
4763,201503,NoMa-Gallaudet U,9177.6
4764,201503,Pentagon,14510.6
4765,201503,Pentagon City,13507.0
4766,201503,Potomac Avenue,3682.5
4767,201503,Prince George's Plaza,4580.1
4768,201503,Reagan Washington National Airport,6465.2
4769,201503,Rhode Island Avenue,5678.8
4770,201503,Rockville,4180.8
4771,201503,Rosslyn,14773.2
4772,201503,Shady Grove,11724.0
4773,201503,Shaw-Howard University,5114.0
4774,201503,Silver Spring,12044.6
4775,201503,Smithsonian,9881.5
4776,201503,Southern Avenue,4592.0
4777,201503,Spring Hill,1183.5
4778,201503,Stadium-Armory,2705.4
4779,201503,Suitland,4959.4
4780,201503,Takoma,5390.1
4781,201503,Tenleytown-AU,6679.1
4782,201503,Twinbrook,4105.8
4783,201503,Tysons Corner,2651.5
4784,201503,U Street-Cardozo,7323.0
4785,201503,Union Station,30530.6
4786,201503,Van Dorn Street,2979.5
4787,201503,Van Ness-UDC,6332.5
4788,201503,Vienna,10572.7
4789,201503,Virginia Square-GMU,3870.7
4790,201503,Waterfront,3824.0
4791,201503,West Falls Church,2939.4
4792,201503,West Hyattsville,3537.1
4793,201503,Wheaton,3931.4
4794,201503,White Flint,3721.9
4795,201503,Wiehle,7724.2
4796,201503,Woodley Park-Zoo,6528.7
4797,201504,Addison Road,3336.4
4798,201504,Anacostia,7017.2
4799,201504,Archives-Navy Memorial,9551.7
4800,201504,Arlington Cemetery,2097.0
4801,201504,Ballston,12156.5
4802,201504,Benning Road,3073.9
4803,201504,Bethesda,10655.1
4804,201504,Braddock Road,4872.6
4805,201504,Branch Avenue,6275.5
4806,201504,Brookland,6948.3
4807,201504,Capitol Heights,2064.6
4808,201504,Capitol South,8285.3
4809,201504,Cheverly,1347.8
4810,201504,Clarendon,4987.5
4811,201504,Cleveland Park,4491.4
4812,201504,College Park-U of MD,4786.5
4813,201504,Columbia Heights,12363.4
4814,201504,Congress Heights,2563.2
4815,201504,Court House,7731.7
4816,201504,Crystal City,13044.9
4817,201504,Deanwood,1557.3
4818,201504,Dunn Loring,4655.0
4819,201504,Dupont Circle,21083.5
4820,201504,East Falls Church,4423.8
4821,201504,Eastern Market,6188.8
4822,201504,Eisenhower Avenue,1762.0
4823,201504,Farragut North,24969.2
4824,201504,Farragut West,23012.7
4825,201504,Federal Center SW,5532.5
4826,201504,Federal Triangle,8986.6
4827,201504,Foggy Bottom,22916.7
4828,201504,Forest Glen,2407.3
4829,201504,Fort Totten,7718.5
4830,201504,Franconia-Springfield,8112.2
4831,201504,Friendship Heights,9624.9
4832,201504,Gallery Place-Chinatown,26858.8
4833,201504,Georgia Avenue-Petworth,6212.5
4834,201504,Glenmont,6135.8
4835,201504,Greenbelt,6379.3
4836,201504,Greensboro,1078.4
4837,201504,Grosvenor,5583.1
4838,201504,Huntington,8171.1
4839,201504,Judiciary Square,9033.1
4840,201504,King St-Old Town,9166.4
4841,201504,L'Enfant Plaza,21377.8
4842,201504,Landover,1949.0
4843,201504,Largo Town Center,4836.1
4844,201504,McLean,1623.1
4845,201504,McPherson Square,16259.7
4846,201504,Medical Center,5758.1
4847,201504,Metro Center,28504.9
4848,201504,Minnesota Avenue,2744.4
4849,201504,Morgan Blvd.,2084.8
4850,201504,Mt. Vernon Square-UDC,4537.1
4851,201504,Navy Yard-Ballpark,10171.6
4852,201504,Naylor Road,2828.2
4853,201504,New Carrollton,8543.6
4854,201504,NoMa-Gallaudet U,9560.8
4855,201504,Pentagon,15165.6
4856,201504,Pentagon City,14902.6
4857,201504,Potomac Avenue,3760.8
4858,201504,Prince George's Plaza,4952.9
4859,201504,Reagan Washington National Airport,6811.4
4860,201504,Rhode Island Avenue,5912.0
4861,201504,Rockville,4521.8
4862,201504,Rosslyn,15679.1
4863,201504,Shady Grove,12583.0
4864,201504,Shaw-Howard University,5446.4
4865,201504,Silver Spring,13079.8
4866,201504,Smithsonian,14348.0
4867,201504,Southern Avenue,4869.2
4868,201504,Spring Hill,1412.3
4869,201504,Stadium-Armory,2668.2
4870,201504,Suitland,5288.7
4871,201504,Takoma,5706.1
4872,201504,Tenleytown-AU,7046.9
4873,201504,Twinbrook,4467.8
4874,201504,Tysons Corner,3041.0
4875,201504,U Street-Cardozo,7680.0
4876,201504,Union Station,32313.0
4877,201504,Van Dorn Street,3279.3
4878,201504,Van Ness-UDC,6636.8
4879,201504,Vienna,11569.5
4880,201504,Virginia Square-GMU,4129.6
4881,201504,Waterfront,4168.5
4882,201504,West Falls Church,3160.1
4883,201504,West Hyattsville,3751.7
4884,201504,Wheaton,4201.4
4885,201504,White Flint,3953.4
4886,201504,Wiehle,8571.4
4887,201504,Woodley Park-Zoo,8108.4
4888,201505,Addison Road,3350.2
4889,201505,Anacostia,7172.7
4890,201505,Archives-Navy Memorial,9220.7
4891,201505,Arlington Cemetery,1920.7
4892,201505,Ballston,11569.4
4893,201505,Benning Road,3154.7
4894,201505,Bethesda,10765.5
4895,201505,Braddock Road,4703.6
4896,201505,Branch Avenue,6145.8
4897,201505,Brookland,6612.2
4898,201505,Capitol Heights,2081.3
4899,201505,Capitol South,7837.0
4900,201505,Cheverly,1357.4
4901,201505,Clarendon,4905.9
4902,201505,Cleveland Park,4369.6
4903,201505,College Park-U of MD,4390.4
4904,201505,Columbia Heights,12334.6
4905,201505,Congress Heights,2666.4
4906,201505,Court House,7494.9
4907,201505,Crystal City,12013.6
4908,201505,Deanwood,1556.4
4909,201505,Dunn Loring,4396.3
4910,201505,Dupont Circle,20331.2
4911,201505,East Falls Church,4406.6
4912,201505,Eastern Market,6196.6
4913,201505,Eisenhower Avenue,1757.0
4914,201505,Farragut North,24508.6
4915,201505,Farragut West,22364.0
4916,201505,Federal Center SW,5228.1
4917,201505,Federal Triangle,8227.3
4918,201505,Foggy Bottom,20886.1
4919,201505,Forest Glen,2382.9
4920,201505,Fort Totten,7813.1
4921,201505,Franconia-Springfield,7724.8
4922,201505,Friendship Heights,9503.3
4923,201505,Gallery Place-Chinatown,25512.6
4924,201505,Georgia Avenue-Petworth,6297.9
4925,201505,Glenmont,6165.3
4926,201505,Greenbelt,6286.8
4927,201505,Greensboro,1075.0
4928,201505,Grosvenor,5576.1
4929,201505,Huntington,7923.3
4930,201505,Judiciary Square,8718.0
4931,201505,King St-Old Town,8911.8
4932,201505,L'Enfant Plaza,20224.4
4933,201505,Landover,1938.1
4934,201505,Largo Town Center,4755.6
4935,201505,McLean,1662.5
4936,201505,McPherson Square,15637.3
4937,201505,Medical Center,5674.3
4938,201505,Metro Center,26752.9
4939,201505,Minnesota Avenue,2827.2
4940,201505,Morgan Blvd.,2112.3
4941,201505,Mt. Vernon Square-UDC,4629.8
4942,201505,Navy Yard-Ballpark,10423.8
4943,201505,Naylor Road,2827.7
4944,201505,New Carrollton,8257.9
4945,201505,NoMa-Gallaudet U,9230.9
4946,201505,Pentagon,15021.3
4947,201505,Pentagon City,14118.6
4948,201505,Potomac Avenue,3778.4
4949,201505,Prince George's Plaza,5061.8
4950,201505,Reagan Washington National Airport,7287.5
4951,201505,Rhode Island Avenue,5992.1
4952,201505,Rockville,4436.7
4953,201505,Rosslyn,14879.4
4954,201505,Shady Grove,12573.0
4955,201505,Shaw-Howard University,5088.0
4956,201505,Silver Spring,12983.9
4957,201505,Smithsonian,10662.5
4958,201505,Southern Avenue,4490.5
4959,201505,Spring Hill,1408.3
4960,201505,Stadium-Armory,2809.6
4961,201505,Suitland,5245.7
4962,201505,Takoma,5700.7
4963,201505,Tenleytown-AU,6380.5
4964,201505,Twinbrook,4427.6
4965,201505,Tysons Corner,3149.5
4966,201505,U Street-Cardozo,7823.5
4967,201505,Union Station,30789.4
4968,201505,Van Dorn Street,3237.4
4969,201505,Van Ness-UDC,6273.2
4970,201505,Vienna,11175.5
4971,201505,Virginia Square-GMU,3988.1
4972,201505,Waterfront,4181.4
4973,201505,West Falls Church,3054.2
4974,201505,West Hyattsville,3844.0
4975,201505,Wheaton,4232.6
4976,201505,White Flint,3869.5
4977,201505,Wiehle,8601.3
4978,201505,Woodley Park-Zoo,7026.1
4979,201506,Addison Road,3403.5
4980,201506,Anacostia,7058.2
4981,201506,Archives-Navy Memorial,10031.5
4982,201506,Arlington Cemetery,2331.6
4983,201506,Ballston,11999.6
4984,201506,Benning Road,3027.3
4985,201506,Bethesda,10872.3
4986,201506,Braddock Road,4836.9
4987,201506,Branch Avenue,6321.6
4988,201506,Brookland,6437.6
4989,201506,Capitol Heights,2037.0
4990,201506,Capitol South,9806.1
4991,201506,Cheverly,1380.0
4992,201506,Clarendon,4966.8
4993,201506,Cleveland Park,4311.7
4994,201506,College Park-U of MD,5163.3
4995,201506,Columbia Heights,12243.1
4996,201506,Congress Heights,2573.0
4997,201506,Court House,7772.2
4998,201506,Crystal City,12538.9
4999,201506,Deanwood,1548.7
5000,201506,Dunn Loring,4550.0
5001,201506,Dupont Circle,21449.0
5002,201506,East Falls Church,4590.9
5003,201506,Eastern Market,6247.7
5004,201506,Eisenhower Avenue,1794.2
5005,201506,Farragut North,25037.9
5006,201506,Farragut West,23525.0
5007,201506,Federal Center SW,5777.6
5008,201506,Federal Triangle,9183.8
5009,201506,Foggy Bottom,23281.2
5010,201506,Forest Glen,2407.5
5011,201506,Fort Totten,7685.1
5012,201506,Franconia-Springfield,8109.9
5013,201506,Friendship Heights,9537.1
5014,201506,Gallery Place-Chinatown,26251.3
5015,201506,Georgia Avenue-Petworth,6229.9
5016,201506,Glenmont,6287.5
5017,201506,Greenbelt,6518.6
5018,201506,Greensboro,1188.7
5019,201506,Grosvenor,5712.8
5020,201506,Huntington,8261.7
5021,201506,Judiciary Square,9146.7
5022,201506,King St-Old Town,9239.4
5023,201506,L'Enfant Plaza,21906.6
5024,201506,Landover,1927.0
5025,201506,Largo Town Center,4977.3
5026,201506,McLean,1846.5
5027,201506,McPherson Square,16554.0
5028,201506,Medical Center,6026.2
5029,201506,Metro Center,28221.2
5030,201506,Minnesota Avenue,2721.4
5031,201506,Morgan Blvd.,2096.6
5032,201506,Mt. Vernon Square-UDC,4767.3
5033,201506,Navy Yard-Ballpark,11783.9
5034,201506,Naylor Road,2758.5
5035,201506,New Carrollton,8572.9
5036,201506,NoMa-Gallaudet U,9786.1
5037,201506,Pentagon,15293.7
5038,201506,Pentagon City,14279.0
5039,201506,Potomac Avenue,3727.5
5040,201506,Prince George's Plaza,5079.6
5041,201506,Reagan Washington National Airport,6960.5
5042,201506,Rhode Island Avenue,5894.7
5043,201506,Rockville,4603.0
5044,201506,Rosslyn,15528.2
5045,201506,Shady Grove,12844.6
5046,201506,Shaw-Howard University,5122.5
5047,201506,Silver Spring,13247.4
5048,201506,Smithsonian,12911.2
5049,201506,Southern Avenue,4955.1
5050,201506,Spring Hill,1443.3
5051,201506,Stadium-Armory,2880.5
5052,201506,Suitland,5290.5
5053,201506,Takoma,5652.9
5054,201506,Tenleytown-AU,6562.5
5055,201506,Twinbrook,4399.0
5056,201506,Tysons Corner,3433.6
5057,201506,U Street-Cardozo,7576.3
5058,201506,Union Station,32517.0
5059,201506,Van Dorn Street,3367.9
5060,201506,Van Ness-UDC,6280.3
5061,201506,Vienna,11512.2
5062,201506,Virginia Square-GMU,4272.5
5063,201506,Waterfront,4201.1
5064,201506,West Falls Church,3159.2
5065,201506,West Hyattsville,3778.6
5066,201506,Wheaton,4255.8
5067,201506,White Flint,3937.1
5068,201506,Wiehle,9210.9
5069,201506,Woodley Park-Zoo,7926.8
5070,201507,Addison Road,3363.0
5071,201507,Anacostia,7267.5
5072,201507,Archives-Navy Memorial,10049.2
5073,201507,Arlington Cemetery,2514.2
5074,201507,Ballston,11673.4
5075,201507,Benning Road,3035.7
5076,201507,Bethesda,10402.3
5077,201507,Braddock Road,4711.0
5078,201507,Branch Avenue,6073.1
5079,201507,Brookland,6489.3
5080,201507,Capitol Heights,2016.7
5081,201507,Capitol South,9540.3
5082,201507,Cheverly,1386.1
5083,201507,Clarendon,4925.8
5084,201507,Cleveland Park,4235.7
5085,201507,College Park-U of MD,4848.1
5086,201507,Columbia Heights,12099.2
5087,201507,Congress Heights,2651.9
5088,201507,Court House,7651.4
5089,201507,Crystal City,12653.5
5090,201507,Deanwood,1596.2
5091,201507,Dunn Loring,4339.9
5092,201507,Dupont Circle,20880.0
5093,201507,East Falls Church,4515.7
5094,201507,Eastern Market,6176.6
5095,201507,Eisenhower Avenue,1893.5
5096,201507,Farragut North,24066.2
5097,201507,Farragut West,22549.5
5098,201507,Federal Center SW,5774.1
5099,201507,Federal Triangle,9440.9
5100,201507,Foggy Bottom,23183.6
5101,201507,Forest Glen,2403.8
5102,201507,Fort Totten,7749.7
5103,201507,Franconia-Springfield,8100.8
5104,201507,Friendship Heights,9205.0
5105,201507,Gallery Place-Chinatown,26140.8
5106,201507,Georgia Avenue-Petworth,6155.0
5107,201507,Glenmont,6120.9
5108,201507,Greenbelt,6534.6
5109,201507,Greensboro,1168.4
5110,201507,Grosvenor,5554.9
5111,201507,Huntington,8100.0
5112,201507,Judiciary Square,9154.8
5113,201507,King St-Old Town,8925.8
5114,201507,L'Enfant Plaza,22095.1
5115,201507,Landover,1876.4
5116,201507,Largo Town Center,4985.4
5117,201507,McLean,1833.0
5118,201507,McPherson Square,16196.5
5119,201507,Medical Center,6028.3
5120,201507,Metro Center,27962.6
5121,201507,Minnesota Avenue,2968.7
5122,201507,Morgan Blvd.,2503.1
5123,201507,Mt. Vernon Square-UDC,4858.6
5124,201507,Navy Yard-Ballpark,11089.7
5125,201507,Naylor Road,2757.6
5126,201507,New Carrollton,8448.4
5127,201507,NoMa-Gallaudet U,9715.9
5128,201507,Pentagon,14967.2
5129,201507,Pentagon City,14258.2
5130,201507,Potomac Avenue,3703.2
5131,201507,Prince George's Plaza,4921.1
5132,201507,Reagan Washington National Airport,7027.8
5133,201507,Rhode Island Avenue,5796.5
5134,201507,Rockville,4533.1
5135,201507,Rosslyn,15618.5
5136,201507,Shady Grove,12443.3
5137,201507,Shaw-Howard University,5098.6
5138,201507,Silver Spring,13075.6
5139,201507,Smithsonian,14310.5
5140,201507,Southern Avenue,5140.2
5141,201507,Spring Hill,1481.8
5142,201507,Stadium-Armory,2632.8
5143,201507,Suitland,5215.6
5144,201507,Takoma,5647.4
5145,201507,Tenleytown-AU,6142.5
5146,201507,Twinbrook,4303.6
5147,201507,Tysons Corner,3613.2
5148,201507,U Street-Cardozo,7361.1
5149,201507,Union Station,32048.5
5150,201507,Van Dorn Street,3379.6
5151,201507,Van Ness-UDC,6051.0
5152,201507,Vienna,11075.5
5153,201507,Virginia Square-GMU,4079.0
5154,201507,Waterfront,4259.1
5155,201507,West Falls Church,2938.3
5156,201507,West Hyattsville,3718.0
5157,201507,Wheaton,4145.3
5158,201507,White Flint,3868.0
5159,201507,Wiehle,9000.5
5160,201507,Woodley Park-Zoo,7955.7
5161,201508,Addison Road,3184.0
5162,201508,Anacostia,6865.7
5163,201508,Archives-Navy Memorial,9040.1
5164,201508,Arlington Cemetery,1652.5
5165,201508,Ballston,10738.2
5166,201508,Benning Road,2770.3
5167,201508,Bethesda,9414.6
5168,201508,Braddock Road,4491.4
5169,201508,Branch Avenue,5669.2
5170,201508,Brookland,5754.7
5171,201508,Capitol Heights,1823.6
5172,201508,Capitol South,6177.2
5173,201508,Cheverly,1218.1
5174,201508,Clarendon,4533.7
5175,201508,Cleveland Park,3934.2
5176,201508,College Park-U of MD,4040.2
5177,201508,Columbia Heights,11298.4
5178,201508,Congress Heights,2426.6
5179,201508,Court House,6969.1
5180,201508,Crystal City,11307.8
5181,201508,Deanwood,1394.1
5182,201508,Dunn Loring,3975.3
5183,201508,Dupont Circle,18352.0
5184,201508,East Falls Church,4026.9
5185,201508,Eastern Market,5335.8
5186,201508,Eisenhower Avenue,1644.8
5187,201508,Farragut North,22609.1
5188,201508,Farragut West,20211.2
5189,201508,Federal Center SW,4781.4
5190,201508,Federal Triangle,7545.3
5191,201508,Foggy Bottom,19524.5
5192,201508,Forest Glen,2227.2
5193,201508,Fort Totten,7388.7
5194,201508,Franconia-Springfield,7425.2
5195,201508,Friendship Heights,8378.1
5196,201508,Gallery Place-Chinatown,23442.1
5197,201508,Georgia Avenue-Petworth,5742.5
5198,201508,Glenmont,5765.2
5199,201508,Greenbelt,6118.1
5200,201508,Greensboro,1046.0
5201,201508,Grosvenor,5114.1
5202,201508,Huntington,7491.9
5203,201508,Judiciary Square,8317.5
5204,201508,King St-Old Town,8144.8
5205,201508,L'Enfant Plaza,19911.3
5206,201508,Landover,1776.3
5207,201508,Largo Town Center,4648.4
5208,201508,McLean,1633.8
5209,201508,McPherson Square,14009.8
5210,201508,Medical Center,5536.7
5211,201508,Metro Center,24389.2
5212,201508,Minnesota Avenue,2401.2
5213,201508,Morgan Blvd.,2126.1
5214,201508,Mt. Vernon Square-UDC,3940.8
5215,201508,Navy Yard-Ballpark,11398.8
5216,201508,Naylor Road,2636.2
5217,201508,New Carrollton,7716.6
5218,201508,NoMa-Gallaudet U,8562.1
5219,201508,Pentagon,14355.2
5220,201508,Pentagon City,13060.7
5221,201508,Potomac Avenue,3277.7
5222,201508,Prince George's Plaza,4710.0
5223,201508,Reagan Washington National Airport,6686.1
5224,201508,Rhode Island Avenue,5476.2
5225,201508,Rockville,4217.3
5226,201508,Rosslyn,14007.7
5227,201508,Shady Grove,11738.6
5228,201508,Shaw-Howard University,4765.0
5229,201508,Silver Spring,12225.8
5230,201508,Smithsonian,10333.3
5231,201508,Southern Avenue,4947.9
5232,201508,Spring Hill,1273.5
5233,201508,Stadium-Armory,2331.0
5234,201508,Suitland,5124.8
5235,201508,Takoma,5254.1
5236,201508,Tenleytown-AU,5693.8
5237,201508,Twinbrook,4065.2
5238,201508,Tysons Corner,3262.5
5239,201508,U Street-Cardozo,6635.8
5240,201508,Union Station,28408.8
5241,201508,Van Dorn Street,3201.8
5242,201508,Van Ness-UDC,5663.8
5243,201508,Vienna,10179.0
5244,201508,Virginia Square-GMU,3793.9
5245,201508,Waterfront,3964.0
5246,201508,West Falls Church,2700.2
5247,201508,West Hyattsville,3651.8
5248,201508,Wheaton,4008.9
5249,201508,White Flint,3596.9
5250,201508,Wiehle,8101.3
5251,201508,Woodley Park-Zoo,6780.5
5252,201509,Addison Road,3127.6
5253,201509,Anacostia,7053.6
5254,201509,Archives-Navy Memorial,8316.1
5255,201509,Arlington Cemetery,1181.5
5256,201509,Ballston,10935.9
5257,201509,Benning Road,2746.4
5258,201509,Bethesda,9745.8
5259,201509,Braddock Road,4536.8
5260,201509,Branch Avenue,5792.8
5261,201509,Brookland,7178.3
5262,201509,Capitol Heights,1900.8
5263,201509,Capitol South,7099.4
5264,201509,Cheverly,1230.9
5265,201509,Clarendon,4472.3
5266,201509,Cleveland Park,3946.7
